"MABP" "CBFV" "nu" "cost" "train.cor" "test.cor" "fold"
"474" 6 1 0.6 4 0.9263 0.13446537405091 2
"475" 7 1 0.5 256 0.9276 0.13441951840048 2
"476" 3 1 0.6 0.25 0.9254 0.13436287243829 2
"477" 7 1 0.5 128 0.91 0.134181370412398 1
"478" 7 2 0.6 10000 0.9853 0.134140068553306 2
"479" 6 1 0.4 64 0.9263 0.134085759661547 2
"480" 8 3 0.9 32 0.9855 0.134084702931233 1
"481" 7 3 0.3 256 0.9853 0.134038678201148 1
"482" 6 1 0.7 128 0.9046 0.134002705030908 1
"483" 6 1 0.7 1024 0.9042 0.133908935152714 1
"484" 8 1 0.4 256 0.9148 0.133846181556757 1
"485" 6 1 0.7 10000 0.904 0.133791538236692 1
"486" 6 1 0.5 0.5 0.926 0.133785649727114 2
"487" 7 3 0.3 64 0.9853 0.13370525579505 1
"488" 8 1 0.6 0.25 0.906 0.133674422664276 1
"489" 6 1 0.7 512 0.9041 0.133623117754863 1
"490" 6 1 0.7 256 0.9043 0.133330842316727 1
"491" 7 1 0.4 32 0.9089 0.133292837975501 1
"492" 6 1 0.6 1024 0.9263 0.133231473001803 2
"493" 7 1 0.7 0.5 0.9043 0.133091983279481 1
"494" 3 1 0.6 1 0.9256 0.133038399453151 2
"495" 7 1 0.5 128 0.9276 0.13294797611562 2
"496" 3 1 0.5 0.25 0.9255 0.132904267213494 2
"497" 7 1 0.5 512 0.9276 0.132870358651214 2
"498" 6 1 0.7 64 0.9045 0.132834923296569 1
"499" 8 2 0.2 1 0.9805 0.132809029057468 1
"500" 8 2 0.2 128 0.9842 0.132782222687631 1
