"MABP" "CBFV" "nu" "cost" "train.cor" "test.cor" "fold"
"474" 6 1 0.5 32 0.9208 0.575425215996617 1
"475" 7 1 0.1 10000 0.9173 0.575415787925072 1
"476" 5 1 0.4 32 0.9211 0.575382386308443 1
"477" 7 2 0.9 64 0.9775 0.575364833935815 2
"478" 3 3 0.4 1 0.964 0.575346420677739 1
"479" 7 2 0.4 64 0.9751 0.575340685579941 1
"480" 6 1 0.8 32 0.9195 0.575280142529326 1
"481" 7 2 0.4 16 0.9775 0.575263760256769 2
"482" 6 2 0.8 1024 0.9774 0.57526066235676 2
"483" 7 2 0.6 2 0.9768 0.575247094721522 2
"484" 6 1 0.8 512 0.9187 0.575241815120775 1
"485" 4 1 0.1 32 0.9194 0.575241292803388 1
"486" 8 3 0.3 32 0.977 0.57523590726589 1
"487" 7 1 0.4 16 0.9205 0.575232105053592 1
"488" 6 1 0.8 256 0.9189 0.575202485369759 1
"489" 4 3 0.6 64 0.9771 0.57513550122264 1
"490" 4 1 0.3 32 0.9219 0.575124248803061 1
"491" 7 2 0.2 256 0.9775 0.575120377476596 2
"492" 3 3 0.5 256 0.9767 0.57510382838734 1
"493" 8 2 0.4 1024 0.9752 0.575101520075341 1
"494" 3 2 0.7 256 0.9746 0.575091470315732 1
"495" 7 2 0.9 1024 0.975 0.574996962704848 1
"496" 3 2 0.6 2 0.971 0.574985889170245 1
"497" 7 3 0.4 32 0.9774 0.574881045173376 1
"498" 8 2 0.4 16 0.9751 0.574825697543524 1
"499" 3 2 0.5 4 0.973 0.574723732250154 1
"500" 3 1 0.1 256 0.9195 0.574716943022532 1
