"MABP" "CBFV" "nu" "cost" "train.cor" "test.cor" "fold"
"476" 6 2 0.7 2 0.9462 0.629734479921585 2
"477" 6 3 0.9 2 0.9549 0.629692650721694 2
"478" 6 2 0.7 32 0.9466 0.629683088511924 2
"479" 5 2 0.7 512 0.9466 0.629671514640236 2
"480" 5 1 0.4 64 0.9311 0.629652307593425 2
"481" 8 3 0.2 128 0.9558 0.629647548135667 2
"482" 6 3 0.9 1 0.9543 0.629645174135186 2
"483" 8 2 0.3 8 0.9463 0.629641193207691 2
"484" 5 1 0.4 1024 0.9311 0.629634901404939 2
"485" 5 2 0.8 512 0.9466 0.629619849020183 2
"486" 8 2 0.5 128 0.9466 0.629604666391657 2
"487" 6 2 0.7 256 0.9466 0.629603840849435 2
"488" 8 3 0.3 4 0.9554 0.629601179874391 2
"489" 6 2 0.7 64 0.9466 0.62959467720401 2
"490" 8 3 0.3 128 0.9558 0.629586504132582 2
"491" 8 2 0.5 8 0.9465 0.629576180133279 2
"492" 5 1 0.4 512 0.9311 0.629575774813913 2
"493" 7 3 0.5 8 0.9557 0.629556500886581 2
"494" 6 2 0.8 1 0.9458 0.629525376412896 2
"495" 5 2 0.8 2 0.9463 0.629523334777474 2
"496" 6 3 0.6 1 0.9541 0.629519103368772 2
"497" 8 3 0.6 0.25 0.9502 0.629505122067366 2
"498" 6 3 0.5 0.25 0.9495 0.629466688918193 2
"499" 8 2 0.5 256 0.9466 0.629466566549416 2
"500" 6 1 0.2 64 0.9305 0.629453004352906 2
